SYMBOL,COUNTRY,WEBSITE,INDUSTRY,SECTOR
USM,United States,https://www.uscellular.com,Telecom Services,Communication Services
EBS,United States,https://www.emergentbiosolutions.com,Drug Manufacturers—Specialty & Generic,Healthcare
CHEF,United States,https://www.chefswarehouse.com,Food Distribution,Consumer Defensive
COHU,United States,https://www.cohu.com,Semiconductor Equipment & Materials,Technology
GTES,United States,https://www.gates.com,Specialty Industrial Machinery,Industrials
DGHI,United States,https://www.digihost.ca/docs/,Capital Markets,Financial Services
BIT,United States,https://www.blackrock.com/investing/products/249839/blackrock-multisector-income-trust-fund,Asset Management,Financial Services
SUI,United States,https://www.suncommunities.com,REIT—Residential,Real Estate
BPRN,United States,https://www.thebankofprinceton.com,Banks—Regional,Financial Services
HUMA,United States,https://www.humacyte.com,Biotechnology,Healthcare
FNWB,United States,https://www.ourfirstfed.com,Banks—Regional,Financial Services
HONDU,United States,,Shell Companies,Financial Services
PRDO,United States,https://www.perdoceoed.com,Education & Training Services,Consumer Defensive
TECH,United States,https://www.bio-techne.com,Biotechnology,Healthcare
NCL,United States,https://www.northann.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical
NCTY,China,https://www.the9.com,Capital Markets,Financial Services
AMWD,United States,https://www.americanwoodmark.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical
TKNO,United States,https://www.teknova.com,Drug Manufacturers—Specialty & Generic,Healthcare
BGC,United States,https://www.bgcg.com,Capital Markets,Financial Services
DYAI,United States,https://www.dyadic.com,Biotechnology,Healthcare
RDFN,United States,https://www.redfin.com,Real Estate Services,Real Estate
INSW,United States,https://intlseas.com,Oil & Gas Midstream,Energy
AFB,United States,https://www.alliancebernstein.com/funds/us/closed-end/fixed-income/national-municipal-income-fund.htm,Asset Management,Financial Services
RSI,United States,https://www.rushstreetinteractive.com,Gambling,Consumer Cyclical
OMCC,United States,https://www.oldmarketcapital.com,Credit Services,Financial Services
OVID,United States,https://www.ovidrx.com,Biotechnology,Healthcare
AILEW,United States,https://ilearningengines.com,Software—Infrastructure,Technology
CSWC,United States,https://www.capitalsouthwest.com,Asset Management,Financial Services
VLRS,Mexico,https://www.volaris.com,Airlines,Industrials
CTXR,United States,https://citiuspharma.com,Biotechnology,Healthcare
ELPC,Brazil,https://www.copel.com,Utilities—Diversified,Utilities
FLUX,United States,https://www.fluxpower.com,Electrical Equipment & Parts,Industrials
EVM,United States,https://funds.eatonvance.com/California-Municipal-Bond-Fund-EVM.php,Asset Management,Financial Services
MPB,United States,https://www.midpennbank.com,Banks—Regional,Financial Services
ALLO,United States,https://www.allogene.com,Biotechnology,Healthcare
XPER,United States,https://xperi.com,Software—Application,Technology
ZIONO,United States,https://www.zionsbancorporation.com,Banks—Regional,Financial Services
FCT,United States,https://www.ftportfolios.com/Retail/cef/cefsummary.aspx?Ticker=FCT,Asset Management,Financial Services
ARCB,United States,https://www.arcb.com,Trucking,Industrials
PRCH,United States,https://porchgroup.com,Software—Application,Technology
TOON,United States,https://www.KartoonStudios.com,Entertainment,Communication Services
OCGN,United States,https://www.ocugen.com,Biotechnology,Healthcare
RELI,United States,https://www.relianceglobalgroup.com,Insurance Brokers,Financial Services
AVO,United States,https://missionproduce.com,Food Distribution,Consumer Defensive
WU,United States,https://www.westernunion.com,Credit Services,Financial Services
BNAIW,United States,https://www.beninc.ai,Software—Infrastructure,Technology
ASTE,United States,https://www.astecindustries.com,Farm & Heavy Construction Machinery,Industrials
AISPW,United States,https://airship.ai,Software—Infrastructure,Technology
TFPM,Canada,https://www.tripleflagpm.com,Other Precious Metals & Mining,Basic Materials
MEGL,Hong Kong,https://www.meglmagic.com,Capital Markets,Financial Services
AREB,United States,https://www.americanrebel.com,Footwear & Accessories,Consumer Cyclical
CPSH,United States,https://cpstechnologysolutions.com,Electronic Components,Technology
ESCA,United States,https://www.escaladeinc.com,Leisure,Consumer Cyclical
TKLF,Japan,https://www.ystbek.co.jp,Specialty Retail,Consumer Cyclical
EBR,Brazil,https://www.eletrobras.com,Utilities—Renewable,Utilities
GLST,United States,https://www.globalstarspac.com,Shell Companies,Financial Services
ENTA,United States,https://www.enanta.com,Biotechnology,Healthcare
CFSB,United States,https://colonialfed.com,Banks—Regional,Financial Services
SJT,United States,https://www.sjbrt.com,Oil & Gas E&P,Energy
ECPG,United States,https://www.encorecapital.com,Mortgage Finance,Financial Services
DRCT,United States,https://www.directdigitalholdings.com,Advertising Agencies,Communication Services
APRE,United States,https://www.aprea.com,Biotechnology,Healthcare
OOMA,United States,https://www.ooma.com,Software—Application,Technology
VFSWW,Vietnam,https://www.vinfastauto.us,Auto Manufacturers,Consumer Cyclical
BKR,United States,https://www.bakerhughes.com,Oil & Gas Equipment & Services,Energy
EVGN,Israel,https://www.evogene.com,Biotechnology,Healthcare
RMMZ,United States,,,
ICLR,Ireland,https://www.iconplc.com,Diagnostics & Research,Healthcare
AMZN,United States,https://www.aboutamazon.com,Internet Retail,Consumer Cyclical
AVDL,Ireland,https://www.avadel.com,Drug Manufacturers—Specialty & Generic,Healthcare
MGIC,Israel,https://www.magicsoftware.com,Information Technology Services,Technology
UVSP,United States,https://www.univest.net,Banks—Regional,Financial Services
QRVO,United States,https://www.qorvo.com,Semiconductors,Technology
SMLR,United States,https://www.semlerscientific.com,Medical Devices,Healthcare
WAFU,China,https://www.edu-edu.com,Education & Training Services,Consumer Defensive
CBSH,United States,https://www.commercebank.com,Banks—Regional,Financial Services
SCNX,United States,https://scienture.com,Pharmaceutical Retailers,Healthcare
DGX,United States,https://www.questdiagnostics.com,Diagnostics & Research,Healthcare
LXEH,China,https://www.lixiangeh.com,Education & Training Services,Consumer Defensive
PPYAW,United States,https://www.papayagrowth.com,Shell Companies,Financial Services
EBC,United States,https://www.easternbank.com,Banks—Regional,Financial Services
CSCO,United States,https://www.cisco.com,Communication Equipment,Technology
CMPR,Ireland,https://cimpress.com,Specialty Business Services,Industrials
XPEV,China,https://www.xpeng.com,Auto Manufacturers,Consumer Cyclical
COTY,United States,https://www.coty.com,Household & Personal Products,Consumer Defensive
VSTM,United States,https://www.verastem.com,Biotechnology,Healthcare
ANDE,United States,https://andersonsinc.com,Food Distribution,Consumer Defensive
BEST,China,https://www.best-inc.com,Trucking,Industrials
RFMZ,United States,,,
VLY,United States,https://www.valley.com,Banks—Regional,Financial Services
TVGNW,United States,https://tevogen.com,Biotechnology,Healthcare
BYRN,United States,https://www.byrna.com,Aerospace & Defense,Industrials
GOOD,United States,https://www.gladstonecommercial.com,REIT—Diversified,Real Estate
NABL,United States,https://www.n-able.com,Information Technology Services,Technology
PLTR,United States,https://www.palantir.com,Software—Infrastructure,Technology
SBI,United States,https://individualinvestor.myleggmason.com/portal/server.pt?open=512&objID=1434&cached=true&mode=2&userID=355661&mktcd=SBI,Asset Management,Financial Services
PPT,United States,https://www.putnam.com/individual/mutual-funds/closed-end-funds/funds/80-premier-income-trust,Asset Management,Financial Services
FFIE,United States,https://www.ff.com,Auto Manufacturers,Consumer Cyclical
LULU,Canada,https://corporate.lululemon.com,Apparel Retail,Consumer Cyclical
CLGN,Israel,https://www.collplant.com,Biotechnology,Healthcare
NXN,United States,https://www.nuveen.com/CEF/Product/Overview.aspx?FundCode=NXN,Asset Management,Financial Services
FWRD,United States,https://www.forwardaircorp.com,Integrated Freight & Logistics,Industrials
NXGL,United States,https://nexgel.com,Medical Instruments & Supplies,Healthcare
PFO,United States,https://www.preferredincome.com/pfo.htm,Asset Management,Financial Services
BTO,United States,https://www.jhfunds.com/Fund/Overview.aspx?ProductType=ClosedEnd&FundID=GC09&ClassCode=CE&BackToFundTableType=Price,Asset Management,Financial Services
KN,United States,https://www.knowles.com,Electronic Components,Technology
GRO,Canada,https://www.brazilpotash.com,Other Industrial Metals & Mining,Basic Materials
EVGR,Malaysia,,Shell Companies,Financial Services
TCBIO,United States,https://www.texascapitalbank.com,Banks—Regional,Financial Services
EQC,United States,https://www.eqcre.com,REIT—Office,Real Estate
YY,Singapore,https://joyy.sg,Internet Content & Information,Communication Services
VLO,United States,https://www.valero.com,Oil & Gas Refining & Marketing,Energy
JFU,China,https://www.9fgroup.com,Information Technology Services,Technology
AKO-B,Chile,https://www.koandina.com,Beverages—Non-Alcoholic,Consumer Defensive
AVNT,United States,https://www.avient.com,Specialty Chemicals,Basic Materials
MODV,United States,https://www.modivcare.com,Medical Care Facilities,Healthcare
LAUR,United States,https://www.laureate.net,Education & Training Services,Consumer Defensive
CP,Canada,https://www.cpkcr.com,Railroads,Industrials
IOR,United States,https://www.incomeopp-realty.com,Mortgage Finance,Financial Services
ZEPP,China,https://www.huami.com,Consumer Electronics,Technology
KD,United States,https://www.kyndryl.com,Information Technology Services,Technology
WOLF,United States,https://www.wolfspeed.com,Semiconductors,Technology
VCEL,United States,https://vcel.com,Biotechnology,Healthcare
VLCN,United States,https://volcon.com,Auto Manufacturers,Consumer Cyclical
BAYAR,United States,,,
BIAF,United States,https://www.bioaffinitytech.com,Diagnostics & Research,Healthcare
JHS,United States,https://www.jhinvestments.com/Fund/Overview.aspx?ProductType=ClosedEnd&FundID=99004&ClassCode=CE&BackToFundTableType=Price,Asset Management,Financial Services
BDN,United States,https://www.brandywinerealty.com,REIT—Office,Real Estate
GGT,United States,https://www.gabelli.com/Template/fundinfo.cfm?tid=NDU1NDE=&bid=NmU3Yw==&mid=NzRmMjU=&num=MTczY2Y=&kid=MTU5NDA=&fid=NzFhOWI=&rid=211-=edoc_dnuf,Asset Management,Financial Services
ULH,United States,https://www.universallogistics.com,Trucking,Industrials
TDUP,United States,https://www.thredup.com,Internet Retail,Consumer Cyclical
NICE,Israel,https://www.nice.com,Software—Application,Technology
ANEB,United States,https://www.anebulo.com,Biotechnology,Healthcare
GCMGW,United States,https://www.gcmgrosvenor.com,Asset Management,Financial Services
GFI,South Africa,https://www.goldfields.com,Gold,Basic Materials
LDTC,Canada,https://leddartech.com,Software—Application,Technology
EKSO,United States,https://www.eksobionics.com,Medical Instruments & Supplies,Healthcare
CHN,United States,https://www.chinafundinc.com,Asset Management,Financial Services
PDYNW,United States,https://www.palladyneai.com,Software—Infrastructure,Technology
BSET,United States,https://www.bassettfurniture.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical
LSPD,Canada,https://www.lightspeedhq.com,Software—Application,Technology
PNI,United States,https://investments.pimco.com/Products/pages/668.aspx,Asset Management,Financial Services
DHR,United States,https://www.danaher.com,Diagnostics & Research,Healthcare
MBOT,United States,https://microbotmedical.com,Medical Instruments & Supplies,Healthcare
THC,United States,https://www.tenethealth.com,Medical Care Facilities,Healthcare
NYAX,Israel,https://www.nayax.com,Information Technology Services,Technology
CPS,United States,https://www.cooperstandard.com,Auto Parts,Consumer Cyclical
ZCMD,China,https://www.izcmd.com,Health Information Services,Healthcare
FTDR,United States,https://www.frontdoorhome.com,Personal Services,Consumer Cyclical
IGD,United States,https://investments.voya.com/Investor/Products/Closed-End-Funds/Profile/index.htm?psc=345&p=128&tab=Overview,Asset Management,Financial Services
REPL,United States,https://www.replimune.com,Biotechnology,Healthcare
MNMD,United States,https://www.mindmed.co,Biotechnology,Healthcare
WAVSU,United States,https://www.westernacquisitionventures.com,Shell Companies,Financial Services
AQN,Canada,https://algonquinpower.com,Utilities—Renewable,Utilities
NQP,United States,https://www.nuveen.com/CEF/Product/Overview.aspx?FundCode=NQP,Asset Management,Financial Services
LFUS,United States,https://www.littelfuse.com,Electronic Components,Technology
BIVI,United States,https://bioviepharma.com,Biotechnology,Healthcare
AMG,United States,https://www.amg.com,Asset Management,Financial Services
WTMAR,United States,https://www.wtmau.com,,
MU,United States,https://www.micron.com,Semiconductors,Technology
DHX,United States,https://www.dhigroupinc.com,Software—Application,Technology
LLY,United States,https://www.lilly.com,Drug Manufacturers—General,Healthcare
HWH,United States,https://www.hwhintl.com,Leisure,Consumer Cyclical
EXTO,Colombia,https://www.grupoexito.com.co,Department Stores,Consumer Cyclical
FAAS,Indonesia,https://digiasia.asia,Software—Infrastructure,Technology
LNZA,United States,https://www.lanzatech.com,Waste Management,Industrials
NERV,United States,https://www.minervaneurosciences.com,Biotechnology,Healthcare
POWL,United States,https://www.powellind.com,Electrical Equipment & Parts,Industrials
CCRD,United States,https://www.corecard.com,Software—Application,Technology
BAP,Peru,https://www.grupocredicorp.com,Banks—Regional,Financial Services
YTRA,India,https://www.yatra.com,Travel Services,Consumer Cyclical
CIGI,Canada,https://www.colliers.com,Real Estate Services,Real Estate
TDF,Singapore,https://www.franklintempleton.com/en-us-retail/investor/products/other-funds/closed-end-fund-detail.page?FundID=581,Asset Management,Financial Services
HNRG,United States,https://www.halladorenergy.com,Thermal Coal,Energy
NXTT,China,https://www.wetradegroup.net,Software—Application,Technology
BRKHW,United States,https://www.burtechacq.us,Shell Companies,Financial Services
HIG,United States,https://www.thehartford.com,Insurance—Property & Casualty,Financial Services
OXLCI,United States,https://www.oxfordlanecapital.com,,
HRTX,United States,https://www.herontx.com,Biotechnology,Healthcare
NTR,Canada,https://www.nutrien.com,Agricultural Inputs,Basic Materials
GOEVW,United States,https://www.canoo.com,Auto Manufacturers,Consumer Cyclical
MOBBW,Israel,https://www.mobilicom-ltd.com.au,Communication Equipment,Technology
OZ,United States,https://belpointeoz.com,Real Estate—Development,Real Estate
JRS,United States,https://www.nuveen.com/CEF/FundDetail.aspx?FundCode=JRS,Asset Management,Financial Services
CLFD,United States,https://www.seeclearfield.com,Communication Equipment,Technology
TECK,Canada,https://www.teck.com,Other Industrial Metals & Mining,Basic Materials
POOL,United States,https://www.poolcorp.com,Industrial Distribution,Industrials
AM,United States,https://www.anteromidstream.com,Oil & Gas Midstream,Energy
EGO,Canada,https://www.eldoradogold.com,Gold,Basic Materials
INTT,United States,https://www.intest.com,Semiconductor Equipment & Materials,Technology
VATE,United States,https://www.innovatecorp.com,Engineering & Construction,Industrials
TRUE,United States,https://www.truecar.com,Internet Content & Information,Communication Services
BLE,United States,https://www.blackrock.com/investing/products/240222/blackrock-municipal-income-trust-ii-usd-fund,Asset Management,Financial Services
PRG,United States,https://progholdings.com,Rental & Leasing Services,Industrials
BJRI,United States,https://www.bjsrestaurants.com,Restaurants,Consumer Cyclical
STCN,United States,https://www.steelconnectinc.com,Integrated Freight & Logistics,Industrials
CNOBP,United States,https://www.connectonebank.com,Banks—Regional,Financial Services
CABA,United States,https://www.cabalettabio.com,Biotechnology,Healthcare
MSSA,United States,,Shell Companies,Financial Services
DPZ,United States,https://www.ir.dominos.com,Restaurants,Consumer Cyclical
KO,United States,https://www.coca-colacompany.com,Beverages—Non-Alcoholic,Consumer Defensive
EXPI,United States,https://expworldholdings.com,Real Estate Services,Real Estate
IPDN,United States,https://www.ipdnusa.com,Staffing & Employment Services,Industrials
PTIXW,United States,https://www.protagenic.com,Biotechnology,Healthcare
TSBK,United States,https://www.timberlandbank.com,Banks—Regional,Financial Services
FRGT,United States,https://fr8technologies.com,Software—Application,Technology
OSTX,United States,https://ostherapies.com,Biotechnology,Healthcare
GIII,United States,https://www.g-iii.com,Apparel Manufacturing,Consumer Cyclical
IDAI,United States,https://www.truststamp.ai,Software—Application,Technology
EVGO,United States,https://www.evgo.com,Specialty Retail,Consumer Cyclical
LOT,China,https://ir.group-lotus.com,Auto Manufacturers,Consumer Cyclical
RGS,United States,https://www.regiscorp.com,Personal Services,Consumer Cyclical
HTIA,United States,https://www.healthcaretrustinc.com,REIT—Healthcare Facilities,Real Estate
TWIN,United States,https://www.twindisc.com,Specialty Industrial Machinery,Industrials
WPM,Canada,https://www.wheatonpm.com,Gold,Basic Materials
BNS,Canada,https://www.scotiabank.com,Banks—Diversified,Financial Services
OXLCP,United States,https://www.oxfordlanecapital.com,Asset Management,Financial Services
BRO,United States,https://www.bbinsurance.com,Insurance Brokers,Financial Services
INTU,United States,https://www.intuit.com,Software—Application,Technology
EYEN,United States,https://www.eyenovia.com,Biotechnology,Healthcare
UNIT,United States,https://www.uniti.com,REIT—Specialty,Real Estate
ENGN,Canada,https://www.engene.com,Biotechnology,Healthcare
GCMG,United States,https://www.gcmgrosvenor.com,Asset Management,Financial Services
GNSS,United States,https://genasys.com,Scientific & Technical Instruments,Technology
STRL,United States,https://www.strlco.com,Engineering & Construction,Industrials
ORLY,United States,https://www.oreillyauto.com,Specialty Retail,Consumer Cyclical
DUO,China,https://www.fangdd.com,Real Estate Services,Real Estate
FICO,United States,https://www.fico.com,Software—Application,Technology
KFY,United States,https://www.kornferry.com,Staffing & Employment Services,Industrials
BKD,United States,https://www.brookdale.com,Medical Care Facilities,Healthcare
MSBI,United States,https://www.midlandsb.com,Banks—Regional,Financial Services
BEAT,United States,https://www.heartbeam.com,Health Information Services,Healthcare
MTVA,United States,https://www.metaviatx.com,Biotechnology,Healthcare
HTIBP,United States,https://www.healthcaretrustinc.com,REIT—Healthcare Facilities,Real Estate
ZKIN,China,https://www.zkinternationalgroup.com,Steel,Basic Materials
INVZ,Israel,https://www.innoviz.tech,Auto Parts,Consumer Cyclical
MMM,United States,https://www.3m.com,Conglomerates,Industrials
GIS,United States,https://www.generalmills.com,Packaged Foods,Consumer Defensive
R,United States,https://www.ryder.com,Rental & Leasing Services,Industrials
NHTC,Hong Kong,https://www.naturalhealthtrendscorp.com,Internet Retail,Consumer Cyclical
ORIC,United States,https://www.oricpharma.com,Biotechnology,Healthcare
BACK,United States,https://www.imacholdings.com,Medical Care Facilities,Healthcare
WOW,United States,https://www.wowway.com,Telecom Services,Communication Services
USFD,United States,https://www.usfoods.com,Food Distribution,Consumer Defensive
JCI,Ireland,https://www.johnsoncontrols.com,Building Products & Equipment,Industrials
INV,United States,https://www.innventure.com,Asset Management,Financial Services
FSLY,United States,https://www.fastly.com,Software—Application,Technology
HWKN,United States,https://www.hawkinsinc.com,Specialty Chemicals,Basic Materials
FBIOP,United States,https://www.fortressbiotech.com,Biotechnology,Healthcare
GLO,United States,https://www.cloughglobal.com/closed-end-funds/overview/glo,Asset Management,Financial Services
RCMT,United States,https://www.rcmt.com,Conglomerates,Industrials
FCUV,United States,https://www.focusuniversal.com,Scientific & Technical Instruments,Technology
ZYME,United States,https://www.zymeworks.com,Biotechnology,Healthcare
ALGS,United States,https://www.aligos.com,Biotechnology,Healthcare
TX,Luxembourg,https://www.ternium.com,Steel,Basic Materials
EPOW,China,https://www.sunrisenewenergy.com,Electrical Equipment & Parts,Industrials
CMU,United States,https://www.mfs.com/en-us/individual-investor/product-strategies/closed-end-funds/CMU-mfs-high-yield-municipal-trust.html#tab-overview,Asset Management,Financial Services
SRAD,Switzerland,https://www.sportradar.com,Software—Application,Technology
RVPH,United States,https://www.revivapharma.com,Biotechnology,Healthcare
MSSAU,United States,,Shell Companies,Financial Services
NXRT,United States,https://nxrt.nexpoint.com,REIT—Residential,Real Estate
FAX,Singapore,https://www.aberdeenfax.com,Asset Management,Financial Services
XBP,United Kingdom,https://www.xbpeurope.com,Software—Infrastructure,Technology
NAPA,United States,https://www.duckhornportfolio.com,Beverages—Wineries & Distilleries,Consumer Defensive
HI,United States,https://www.hillenbrand.com,Specialty Industrial Machinery,Industrials
QSR,Canada,https://www.rbi.com,Restaurants,Consumer Cyclical
BLFS,United States,https://www.biolifesolutions.com,Medical Instruments & Supplies,Healthcare
ACNT,United States,https://www.ascentco.com,Steel,Basic Materials
AON,Ireland,https://www.aon.com,Insurance Brokers,Financial Services
MT,Luxembourg,https://corporate.arcelormittal.com,Steel,Basic Materials
PRAA,United States,https://www.pragroup.com,Credit Services,Financial Services
WK,United States,https://www.workiva.com,Software—Application,Technology
TUYA,China,https://www.tuya.com,Software—Infrastructure,Technology
BSAC,Chile,https://banco.santander.cl,Banks—Regional,Financial Services
OXLCN,United States,https://www.oxfordlanecapital.com,Asset Management,Financial Services
FIZZ,United States,https://www.nationalbeverage.com,Beverages—Non-Alcoholic,Consumer Defensive
CEROW,United States,https://www.cero.bio,Biotechnology,Healthcare
IRDM,United States,https://www.iridium.com,Telecom Services,Communication Services
PVH,United States,https://www.pvh.com,Apparel Manufacturing,Consumer Cyclical
GEHC,United States,https://www.gehealthcare.com,Health Information Services,Healthcare
MAPS,United States,https://weedmaps.com,Software—Application,Technology
COF,United States,https://www.capitalone.com,Credit Services,Financial Services
ACCD,United States,https://www.accolade.com,Health Information Services,Healthcare
ZOOZW,Israel,https://www.zoozpower.com,Specialty Retail,Consumer Cyclical
SKIN,United States,https://www.beautyhealth.com,Household & Personal Products,Consumer Defensive
INMD,Israel,https://www.inmodemd.com,Medical Devices,Healthcare
CAH,United States,https://www.cardinalhealth.com,Medical Distribution,Healthcare
ZYXI,United States,https://www.zynex.com,Medical Distribution,Healthcare
HLMN,United States,https://www.hillmangroup.com,Tools & Accessories,Industrials
FAMI,China,https://farmmi.com.cn,Packaged Foods,Consumer Defensive
COGT,United States,https://www.cogentbio.com,Biotechnology,Healthcare
JMIA,Germany,https://group.jumia.com,Internet Retail,Consumer Cyclical
CAN,Singapore,https://investor.canaan-creative.com,Computer Hardware,Technology
LYTS,United States,https://www.lsicorp.com,Electronic Components,Technology
POCI,United States,https://www.poci.com,Medical Instruments & Supplies,Healthcare
LOGI,Switzerland,https://www.logitech.com,Computer Hardware,Technology
BOW,United States,https://bowheadspecialty.com,Insurance—Property & Casualty,Financial Services
ZBIO,United States,https://zenasbio.com,Biotechnology,Healthcare
REZI,United States,https://www.resideo.com,Industrial Distribution,Industrials
NMM,Monaco,https://www.navios-mlp.com,Marine Shipping,Industrials
RMCOW,United States,https://www.royaltymgmtcorp.com,Asset Management,Financial Services
APLS,United States,https://www.apellis.com,Biotechnology,Healthcare
FCBC,United States,https://www.firstcommunitybank.com,Banks—Regional,Financial Services
ATLCP,United States,https://www.atlanticus.com,Credit Services,Financial Services
FANG,United States,https://www.diamondbackenergy.com,Oil & Gas E&P,Energy
SEE,United States,https://www.sealedair.com,Packaging & Containers,Consumer Cyclical
BALL,United States,https://www.ball.com,Packaging & Containers,Consumer Cyclical
RMR,United States,https://www.rmrgroup.com,Real Estate Services,Real Estate
DRUG,United States,https://brightmindsbio.com,Biotechnology,Healthcare
IVDAW,United States,https://www.iveda.com,Security & Protection Services,Industrials
NVEE,United States,https://www.nv5.com,Engineering & Construction,Industrials
ORA,United States,https://www.ormat.com,Utilities—Renewable,Utilities
GLACU,China,,Shell Companies,Financial Services
WSR,United States,https://www.whitestonereit.com,REIT—Retail,Real Estate
INGN,United States,https://www.inogen.com,Medical Devices,Healthcare
OPCH,United States,https://www.optioncarehealth.com,Medical Care Facilities,Healthcare
CRTO,France,https://www.criteo.com,Advertising Agencies,Communication Services
WDC,United States,https://www.westerndigital.com,Computer Hardware,Technology
YIBO,China,https://www.yibomk.com,Computer Hardware,Technology
NVX,Australia,https://www.novonixgroup.com,Electrical Equipment & Parts,Industrials
RFIL,United States,https://www.rfindustries.com,Electrical Equipment & Parts,Industrials
ODVWZ,Canada,https://osiskodev.com,Gold,Basic Materials
FIP,United States,https://www.fipinc.com,Conglomerates,Industrials
FN,Cayman Islands,https://www.fabrinet.com,Electronic Components,Technology
TWI,United States,https://www.titan-intl.com,Farm & Heavy Construction Machinery,Industrials
DBVT,France,https://www.dbv-technologies.com,Biotechnology,Healthcare
WEL,United States,https://www.integratedwellnessholdings.com,Shell Companies,Financial Services
MRNS,United States,https://marinuspharma.com,Biotechnology,Healthcare
ITCI,United States,https://www.intracellulartherapies.com,Drug Manufacturers—Specialty & Generic,Healthcare
BHFAN,United States,https://www.brighthousefinancial.com,Insurance—Life,Financial Services
ACU,United States,https://www.acmeunited.com,Household & Personal Products,Consumer Defensive
TIL,United States,https://instilbio.com,Biotechnology,Healthcare
TJX,United States,https://www.tjx.com,Apparel Retail,Consumer Cyclical
ABSI,United States,https://www.absci.com,Biotechnology,Healthcare
GATEU,United States,https://www.marblegateacquisition.com,Shell Companies,Financial Services
KEYS,United States,https://www.keysight.com,Scientific & Technical Instruments,Technology
OEC,Luxembourg,https://www.orioncarbons.com,Specialty Chemicals,Basic Materials
RVYL,United States,https://www.ryvyl.com,Software—Infrastructure,Technology
EXP,United States,https://www.eaglematerials.com,Building Materials,Basic Materials
LFCR,United States,https://www.lifecore.com,Drug Manufacturers—Specialty & Generic,Healthcare
FLWS,United States,https://www.1800flowers.com,Specialty Retail,Consumer Cyclical
ABR,United States,https://arbor.com,REIT—Mortgage,Real Estate
SNT,Canada,https://www.senstartechnologies.com,Security & Protection Services,Industrials
BAYAU,United States,,Shell Companies,Financial Services
ATUS,United States,https://www.alticeusa.com,Telecom Services,Communication Services
ASO,United States,https://www.academy.com,Specialty Retail,Consumer Cyclical
LCFYW,Australia,https://www.locafy.com,Internet Content & Information,Communication Services
ALXO,United States,https://www.alxoncology.com,Biotechnology,Healthcare
VCYT,United States,https://www.veracyte.com,Diagnostics & Research,Healthcare
AIMBU,United States,,Shell Companies,Financial Services
ACCO,United States,https://www.accobrands.com,Business Equipment & Supplies,Industrials
OBIO,United States,https://orchestrabiomed.com,Biotechnology,Healthcare
AITRU,United States,,Shell Companies,Financial Services
MDT,Ireland,https://www.medtronic.com,Medical Devices,Healthcare
TROX,United States,https://www.tronox.com,Chemicals,Basic Materials
TEL,Ireland,https://www.te.com,Electronic Components,Technology
SHPH,United States,https://www.shuttlepharma.com,Drug Manufacturers—Specialty & Generic,Healthcare
BGX,United States,https://www.blackstone-gso.com/bgx-index.php,Asset Management,Financial Services
RELIW,United States,https://www.relianceglobalgroup.com,Insurance Brokers,Financial Services
GENK,United States,https://www.genkoreanbbq.com,Restaurants,Consumer Cyclical
EXG,United States,https://funds.eatonvance.com/Tax-Managed-Global-Diversified-Equity-Income-Fund-EXG.php,Asset Management,Financial Services
PVL,United States,https://www.permianvilleroyaltytrust.com,Oil & Gas E&P,Energy
CDIOW,United States,https://cardiodiagnosticsinc.com,Biotechnology,Healthcare
CUBI,United States,https://www.customersbank.com,Banks—Regional,Financial Services
CDZIP,United States,https://www.cadizinc.com,Utilities—Regulated Water,Utilities
QCRH,United States,https://www.qcrh.com,Banks—Regional,Financial Services
ABOS,United States,https://acumenpharm.com,Biotechnology,Healthcare
OLN,United States,https://www.olin.com,Chemicals,Basic Materials
AES,United States,https://www.aes.com,Utilities—Diversified,Utilities
H,United States,https://www.hyatt.com,Lodging,Consumer Cyclical
DCOMG,United States,https://www.dime.com,,
DYCQU,United Kingdom,,Shell Companies,Financial Services
PDYN,United States,https://www.palladyneai.com,Software—Infrastructure,Technology
GRYP,United States,https://gryphondigitalmining.com,Capital Markets,Financial Services
ORMP,United States,https://www.oramed.com,Biotechnology,Healthcare
BRACU,United States,,Shell Companies,Financial Services
DSS,United States,https://www.dssworld.com,Packaging & Containers,Consumer Cyclical
BYSI,United States,https://beyondspringpharma.com,Biotechnology,Healthcare
IFN,Singapore,https://www.aberdeenifn.com/aam.nsf/usClosedIfn/home,Asset Management,Financial Services
PONY,China,https://www.pony.ai,Rental & Leasing Services,Industrials
TAOP,China,https://www.taop.com,Software—Infrastructure,Technology
UMAC,United States,https://www.unusualmachines.com,Shell Companies,Financial Services
SGBX,United States,https://www.safeandgreenholdings.com,Metal Fabrication,Industrials
HCTI,United States,https://www.healthcaretriangle.com,Health Information Services,Healthcare
TCRT,United States,https://www.alaunos.com,Biotechnology,Healthcare
WVVI,United States,https://www.wvv.com,Beverages—Wineries & Distilleries,Consumer Defensive
SUNS,United States,https://sunriserealtytrust.com,REIT—Mortgage,Real Estate
ALSN,United States,https://www.allisontransmission.com,Auto Parts,Consumer Cyclical
DELL,United States,https://www.dell.com,Computer Hardware,Technology
CLDI,United States,https://www.calidibio.com,Biotechnology,Healthcare
KKR,United States,https://www.kkr.com,Asset Management,Financial Services
ATRA,United States,https://www.atarabio.com,Biotechnology,Healthcare
